Datetime,BBC,Daily Mail,NBC News,The Washington Post,New York Times,The Huffington Post,Fox News,The Guardian,The Wall Street Journal,USA Today,LA Times,India Times,Bloomberg,Yahoo,,,
2017-04-01 01:00:04.526326,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $741 Million,THE COLLUSIONISTS,VA RETALIATION: Whistleblower doctor says he's kept in empty room,New evidence spy chiefs had concerns about Russian ties,Trump Supports Michael Flynn’s Immunity Request,"White House disclosures: Ivanka, Kushner holdings as much as $700M",Hillary Clinton returns to the spotlight in signature style — with caution,"Taliban Attack On A Shia Neighbourhood In Pakistan's Parachinar Leaves 22 Dead, 57 Injured","Kushner Credit Lines Total as Much as $90 Million, Filings Show",Jobs headed to Mexico again,,,
2017-04-01 02:00:04.574036,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show","At women's Final Four, Miss. St. upsets U-Conn. in OT, ending Huskies’ 111-game winning streak",Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,"ICY RELATIONSTop Putin spokesman says Russia, US ties may be worse than Cold War-era",New evidence spy chiefs had concerns about Russian ties,Trump Supports Michael Flynn’s Immunity Request,"Mississippi State pulls off shocker, ends UConn's 111-game winning streak",Hillary Clinton returns to the spotlight in signature style — with caution,"Taliban Attack On A Shia Neighbourhood In Pakistan's Parachinar Leaves 22 Dead, 57 Injured","Kushner Credit Lines Total as Much as $90 Million, Filings Show",Jobs headed to Mexico again,,,
2017-04-01 03:00:04.340488,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,"ICY RELATIONSTop Putin spokesman says Russia, US ties may be worse than Cold War-era",New evidence spy chiefs had concerns about Russian ties,Trump Supports Michael Flynn’s Immunity Request,"Mississippi State pulls off shocker, ends UConn's historic 111-game streak","Back in the spotlight, Hillary Clinton refocuses on policy and politics — and a familiar foe","This Man Travels To Antarctica, Survives On Clean Energy To Spread Climate Change Awareness","Kushner Credit Lines Total as Much as $90 Million, Filings Show",Jobs headed to Mexico again,,,
2017-04-01 04:00:04.604257,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,"ICY RELATIONSTop Putin spokesman says Russia, US ties may be worse than Cold War-era",New evidence spy chiefs had concerns about Russian ties,Trump Supports Michael Flynn’s Immunity Request,"Mississippi State pulls off shocker, ends UConn's historic winning streak","Back in the spotlight, Hillary Clinton refocuses on policy and politics — and a familiar foe","This Man Travels To Antarctica, Survives On Clean Energy To Spread Climate Change Awareness","Kushner Credit Lines Total as Much as $90 Million, Filings Show",Jobs headed to Mexico again,,,
2017-04-01 05:00:04.002876,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,"ICY RELATIONSTop Putin spokesman says Russia, US ties may be worse than Cold War-era",Congress set ablaze as riots sweep capital over presidential run,Trump Supports Michael Flynn’s Immunity Request,Men pay a steep price when it comes to masculinity,Trump's top aides disclose their millions — and some complex financial ties,"This Man Travels To Antarctica, Survives On Clean Energy To Spread Climate Change Awareness","Kushner Credit Lines Total as Much as $90 Million, Filings Show",Jobs headed to Mexico again,,,
2017-04-01 06:00:04.076874,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,"NEED FOR SPEEDRussia reportedly set to produce 4,6000-MPH hypersonic missile",Congress set ablaze as riots sweep capital over presidential run,Trump Supports Michael Flynn’s Immunity Request,Men pay a steep price when it comes to masculinity,Trump's top aides disclose their millions — and some complex financial ties,"Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order","Kushner Credit Lines Total as Much as $90 Million, Filings Show","Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 07:00:04.149209,,'Can I leave you to it?' Unwell Gary Barlow walks off The One Show mid-interview... but later tells concerned fans he's 'absolutely fine' after fearing he was 'going to faint live on TV',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,"NEED FOR SPEEDRussia reportedly set to produce 4,6000-MPH hypersonic missile",Congress set ablaze as riots sweep capital over presidential run,Trump Supports Michael Flynn’s Immunity Request,Reusable Falcon 9 rocket is a triumph for SpaceX,Monster warehouse planned for Inland Empire amid e-commerce boom,"Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order","Kushner Credit Lines Total as Much as $90 Million, Filings Show","Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 08:00:04.050899,,Pictured: Homeless man 'who murdered caring mother who took him in off the streets and her 13-year-old son and left her husband fighting for his life',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,TRUMP BAD FOR SALES?Booming gun industry poised to shrink without Obama in office,Congress set ablaze as riots sweep capital over presidential run,Trump Supports Michael Flynn’s Immunity Request,"White House disclosures: Ivanka, Kushner holdings as much as $740M",'Take Ahmed and let me die': Victims of U.S. airstrike in Mosul recount a day of horror,"Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order","Kushner Credit Lines Total as Much as $90 Million, Filings Show","Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 09:00:04.344834,,Pictured: Homeless man 'who murdered caring mother who took him in off the streets and her 13-year-old son and left her husband fighting for his life',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,TRUMP BAD FOR SALES?Booming gun industry poised to shrink without Obama in office,Congress set ablaze as riots sweep capital over presidential run,"Trump’s Advisers Made Big Money, Disclosures Show","White House disclosures: Ivanka, Kushner holdings as much as $740M",'Take Ahmed and let me die': Victims of U.S. airstrike in Mosul recount a day of horror,"Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order","Kushner Credit Lines Total as Much as $90 Million, Filings Show","Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 10:00:04.472910,,Pictured: Homeless man 'who murdered caring mother who took him in off the streets and her 13-year-old son and left her husband fighting for his life',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,THE COLLUSIONISTS,TRUMP BAD FOR SALES?Booming gun industry poised to shrink without Obama in office,Congress set ablaze as riots sweep capital over presidential run,"Trump’s Advisers Made Big Money, Disclosures Show","White House disclosures: Ivanka, Kushner holdings as much as $740M",'Take Ahmed and let me die': Victims of U.S. airstrike in Mosul recount a day of horror,"Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order",All the President's Millionaires: Trump Staffers Disclose Assets,"Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 11:00:04.300269,,Pictured: Homeless man 'who murdered caring mother who took him in off the streets and her 13-year-old son and left her husband fighting for his life',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,'I'LL TAKE ANY JOB',NEW TERROR WORRY  Feds fear ISIS developing laptop bombs that evade airport security,Congress set ablaze as riots sweep capital over presidential run,"Trump’s Advisers Made Big Money, Disclosures Show","White House disclosures: Ivanka, Kushner holdings as much as $740M",'Take Ahmed and let me die': Victims of U.S. airstrike in Mosul recount a day of horror,"Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order",All the President's Millionaires: Trump Staffers Disclose Assets,"Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 12:00:04.337616,,Pictured: Homeless man 'who murdered caring mother who took him in off the streets and her 13-year-old son and left her husband fighting for his life',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,'I'LL TAKE ANY JOB',NEW TERROR WORRY  Feds fear ISIS developing laptop bombs that evade airport security,Death of activist threatens to reignite protests,"Trump’s Advisers Made Big Money, Disclosures Show",Old-fashioned highway rest stops are disappearing,"Police arrests are plummeting across California, fueling alarm and questions","Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order",All the President's Millionaires: Trump Staffers Disclose Assets,"Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 13:00:04.766848,,Pictured: Homeless man 'who murdered caring mother who took him in off the streets and her 13-year-old son and left her husband fighting for his life',"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,'I'LL TAKE ANY JOB',NEW TERROR WORRY  Feds fear ISIS developing laptop bombs that evade airport security,Death of activist threatens to reignite protests,"Trump’s Advisers Made Big Money, Disclosures Show",Why old-fashioned highway rest stops are disappearing,"Police arrests are plummeting across California, fueling alarm and questions","Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order",All the President's Millionaires: Trump Staffers Disclose Assets,"Missing teen, ex-teacher spotted in Oklahoma",,,
2017-04-01 14:00:04.067151,,Woman whose 'monster' mother forced her to eat raw potatoes and smashed her fingers with a hammer before sexually abusing her tells of her horrendous ordeal,"Vast Wealth Held By Trump's Top Aides, Documents Show",Trump’s White House struggles to get out from under Russia controversy,Kushner and Ivanka Trump Worth as Much as $740 Million,'I'LL TAKE ANY JOB',"'YOU DIDN'T WIN THIS ELECTION'  DNC chair Perez launches tirade against Trump, calls him a 'bully'",Death of activist threatens to reignite protests,"Trump’s Advisers Made Big Money, Disclosures Show",Why old-fashioned highway rest stops are disappearing,"Police arrests are plummeting across California, fueling alarm and questions","Shutters Down At Pubs, Bars And Liquor Stores Along Highways As Supreme Court Refuses To Revisit Its Order",All the President's Millionaires: Trump Staffers Disclose Assets,Driver in church van crash: 'I'm sorry. I was texting.',,,
